,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23
0,0.1596207599343535,0.21691926470698472,0.17478709907394002,0.4510130055975733,0.30942433041236694,0.18475774863273692,0.2689617700275281,0.12096422921973989,0.2454133792102829
1,0.1383842352105882,0.24478892284712495,0.1883854576836282,0.4618761764349073,0.32546045891013825,0.2060769467854006,0.2765995036173392,0.1299165448911346,0.258580393462981
2,0.15162885643930185,0.24543536719911502,0.20215001337681432,0.44258985098018344,0.35326172105129894,0.21390252346329125,0.2829065400428209,0.13305813939789107,0.2673847012428778
3,0.13177190334342626,0.23236815510378075,0.20986126820369636,0.41521139029778764,0.3755852313812714,0.22382823361369675,0.285307633218426,0.15351278664184922,0.28547034961141876
4,0.1485949951288476,0.27133369116420514,0.2102724804462194,0.4051511840325547,0.40508416907690525,0.2278021095241863,0.2878006205303249,0.16957196561630833,0.2943598072808731
5,0.2023918595590871,0.308423258306772,0.23313923402126752,0.4107790966993014,0.4231225646529985,0.24100489090585991,0.2894996302749675,0.1868649419795428,0.3011118810778317
6,0.23956732352749938,0.317569284496905,0.24507143074481985,0.4135707326789973,0.41199499129631284,0.2387628052761892,0.28519599168653664,0.18511731147368254,0.3045212021905409
7,0.23186891281954614,0.3201986696904343,0.25139336696616177,0.4108363881758586,0.41241378819189267,0.24891065325002187,0.287277851476104,0.19226406882207556,0.3074633958138957
8,0.2441299949825974,0.33227123893107496,0.2525470624493698,0.429167938938751,0.4187520112513,0.25642714878487244,0.28672767720607034,0.20712717179659657,0.30083482750571955
9,0.24919850266467564,0.355406938851943,0.2568895424090159,0.4455591138774205,0.4203335997078672,0.2598625943461374,0.287417095373813,0.2134498484739446,0.3022731451117144
10,0.2577779713934573,0.3635554871154952,0.2586169606448784,0.4533129246907034,0.43056042400549444,0.26380276627684673,0.2876942259804466,0.22822078662863957,0.3017372652139705
11,0.2554188522197178,0.37326056114589,0.2616685277437399,0.45381875395083815,0.43208918944327135,0.2658012194008588,0.2814689852119572,0.22647357378423605,0.3064569184481508
12,0.2495683325037429,0.3627992499007398,0.2553024026547409,0.44990132286980355,0.4374009836527789,0.2663955101809493,0.28320722950973665,0.22522125062960757,0.304125747213312
13,0.25645367831809446,0.38048112089962405,0.2656158969257298,0.4501754120673295,0.4486509706248256,0.28715269809762756,0.2871505806498278,0.2429844638848858,0.3084853522690304
14,0.26059683631674174,0.38593066672327964,0.2692151240978351,0.4352516638721644,0.45570575832436166,0.2943021720711292,0.28776932188745763,0.24896088975252512,0.3113098735602107
15,0.26329232527679036,0.38749686075448064,0.2796207997811114,0.42690674260110784,0.455315228266265,0.2895228351058333,0.29127148423950927,0.24866184242609207,0.31196212327765765
16,0.2972153695175847,0.3912560520648808,0.2822406597532646,0.4279463968398587,0.47024104316380644,0.303728147779678,0.28958554412030013,0.2493706342314091,0.328396956403322
17,0.28488631483463617,0.389358485086152,0.2639533026199034,0.44934670141084576,0.4708762066495364,0.3013145464254358,0.2889072478143557,0.2476850963962644,0.3214431123899032
18,0.30355562934958513,0.397774958551156,0.2757138701319516,0.4413761116147155,0.4716317300443138,0.30304515522480946,0.2858340116200119,0.24530668683355103,0.3286861155282088
19,0.29288748249645274,0.3918614196014985,0.262825632416251,0.4431979542474189,0.46560550352208113,0.31215734521800453,0.2866934095921395,0.24494208205900403,0.3279802579521335
20,0.29264182159509095,0.3849912455528777,0.26544780203708335,0.4323110404024849,0.4654513564870929,0.3081677349669279,0.2870904034679884,0.23939473420330612,0.32735990544578975
21,0.2926093368792262,0.38692615871529423,0.2522493689415128,0.43263196712979307,0.4696948042053794,0.307979381386946,0.2858940505525275,0.2307928311698019,0.3240696049448766
22,0.30854309264483043,0.39198278912476897,0.2583862361322101,0.42895634332484356,0.4609940793445073,0.30259103496507744,0.2909631614150251,0.23697772250098392,0.32499865679560586
23,0.30309628384233345,0.3913025052577167,0.24856900044391894,0.4225027328632917,0.4576745981011204,0.29886272320698315,0.2920276389180355,0.23790740703099167,0.3169009109847192
24,0.3004874943046404,0.3986335428888562,0.2575967520871404,0.4255984920184631,0.4514685988116858,0.29507439029502514,0.28692997920076796,0.23057286436467303,0.32110150275621374
25,0.3109736972866761,0.39628383507362164,0.2543338475974556,0.4252932504709932,0.44542050615261236,0.29001448497901283,0.2867354067675162,0.22783319139959807,0.3200813975899453
26,0.30311252437988145,0.3966014212597808,0.252882301522618,0.4249210197110351,0.44269765854310095,0.29037034752688,0.28535191172672003,0.22144807266285227,0.32118128885964775
27,0.28875344300042954,0.4010726996985194,0.24872599768541326,0.43822856500921575,0.439153315117058,0.2907640707580511,0.28518752578395606,0.22095001673552303,0.3171921580407551
28,0.2861690660067426,0.3976202680454799,0.24546815674714315,0.4418548695617761,0.4432034166198281,0.2803667478305596,0.2829410891691563,0.2196549034586877,0.31381297702779853
29,0.27478401513981976,0.3958073039206638,0.2441176753378072,0.4409586806921609,0.435909105321944,0.2782705248081013,0.28127051071439924,0.222318099652413,0.31566868628944744
30,0.2602158008507878,0.40067614303158383,0.2542170905702215,0.44053546070077926,0.43378514370166715,0.27751205615020746,0.2764052595142984,0.22428513517310017,0.31764177827954165
31,0.23628474615917563,0.3902148629143924,0.2457482504914718,0.449542843189026,0.43567381532194416,0.2671736845650209,0.2740785735581741,0.22438622269648442,0.3142318767801413
32,0.2071647740832125,0.3696675872055966,0.2191721286726131,0.4607183219737944,0.41743246770552495,0.245133452843727,0.2703789336076038,0.22589403473524508,0.27315690403538984
