,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23
0,0.18268326027081883,0.21103384217024038,0.19682429288645023,0.4504652793771685,0.31600786791121915,0.18235672128704486,0.27164898382517694,0.08929842904129878,0.2474780956418257
1,0.15648670954123195,0.23366918479140306,0.2050398829158519,0.45890268451359495,0.32419674978550883,0.20795759032761235,0.28239282775230096,0.12165764912501505,0.25323099904452545
2,0.15991319440275117,0.2196272706885718,0.2231576020065456,0.43849178818436174,0.3381864274659502,0.21220116195168534,0.28288927782147527,0.14108235483934456,0.26718673281485394
3,0.128288978935904,0.2110453201487709,0.23414189719908274,0.4210068961038208,0.36509056687599883,0.2172867344826197,0.28280755654637335,0.1682366605358888,0.28388492120130004
4,0.19722801105221036,0.252036406395419,0.2290797848718115,0.40852029004907475,0.37108145727402236,0.22478408125831137,0.28378311391549954,0.1915089795430024,0.28618164165124493
5,0.23309613045857866,0.30735929293106296,0.255951492817673,0.40172455077309477,0.37389859458336727,0.2382765405590012,0.2820213945819946,0.20660620922509967,0.29478422318673825
6,0.2508508102014949,0.33638877190207833,0.2672771647139126,0.40491026815002595,0.3631189958781218,0.24123228373616543,0.2791280129923252,0.21276830925843715,0.3045460628544573
7,0.26539106778577554,0.32527813057211946,0.26689808677112115,0.4051869414160338,0.35930920398322297,0.2518745643046599,0.2767433480989328,0.21677224344297635,0.3014645881495144
8,0.26772337544359054,0.35663111240779577,0.2695916684375551,0.4292471836192335,0.3597556868593399,0.25736144663777283,0.277451912242054,0.22859563329561192,0.30267418839660226
9,0.26301823187120055,0.36531013329200174,0.27637904186001816,0.4442069119478725,0.35308257832001627,0.2551166967590849,0.27636247655814694,0.2363715112255965,0.3039840860305946
10,0.2764704996474304,0.37631851740123395,0.2679568760260815,0.4456672311687404,0.35379233171716146,0.2599282747395829,0.272978679307475,0.24773277732244764,0.3043457241189214
11,0.2675965447166202,0.38313690106588916,0.2745617941180634,0.45023337055220936,0.35530443722349897,0.2586080058185426,0.269317554551031,0.2489804727348138,0.30230597951218485
12,0.26544226434468754,0.37810543620646103,0.2650088799899115,0.44701051282612514,0.3526878968581174,0.2583981029432518,0.27028224241399684,0.23846685343433843,0.2968669773480938
13,0.27780627134257474,0.39555730149947566,0.2725420099108059,0.4465583788637031,0.36196204341072014,0.2700438518901582,0.27539321025706687,0.2528928092021684,0.2946273814763722
14,0.27834826032986903,0.40328602875470176,0.27077620882588693,0.4348193987034218,0.3655628105738891,0.27388522344988486,0.276747233345268,0.2578104214800524,0.3002341947501056
15,0.28447218000090835,0.4073607098552622,0.27859965914377843,0.4363953894046987,0.3710517326378107,0.2773505709057726,0.28114056676989335,0.25596537015968457,0.3037820974681512
16,0.310112856751598,0.4033503143638173,0.2768095548878912,0.4456924762541803,0.3899224469476727,0.28729277108225715,0.2811222821956816,0.25808362887679454,0.3255849247839354
17,0.3043578951639898,0.4048553539298668,0.26333231284804826,0.4565221077196389,0.3821103612703874,0.28443405325759014,0.2782004101699856,0.2491036571754699,0.32140225243283604
18,0.3203651746917656,0.40318171957136856,0.274739937031136,0.447911298703964,0.37467674432494863,0.28743920049524985,0.275885828462321,0.24853794393474452,0.33511014881399326
19,0.3159191676398275,0.3977737481074449,0.2602771251130118,0.45517579316752554,0.3709467456125733,0.2956709168628573,0.27642036335449,0.2516252286667676,0.3314800754235579
20,0.31207670533597065,0.392845678445099,0.2637784998421893,0.44228280959458266,0.36730239512341184,0.28860332790893145,0.2769790220606889,0.24856205798996606,0.33205359202235163
21,0.32014172471143504,0.39121185865512753,0.25359275344744125,0.43859165965862984,0.3708755717248831,0.2904196331689314,0.2824166659120442,0.2410228874814929,0.3276484307409594
22,0.3210884986416551,0.3929225343724621,0.23983674759639154,0.42105802264466136,0.36818443197019096,0.2904259672886253,0.2818168049727755,0.24290500938768234,0.3254659486929447
23,0.3204563661619604,0.39051233029400695,0.24141233108032653,0.4131772367528999,0.36869731911418796,0.28483894667040793,0.2814856631914948,0.23872333202760246,0.32049613536488303
24,0.317745437002494,0.3981447480243615,0.24215780362338718,0.40411583704530596,0.36361042601668525,0.2799724082418665,0.27897143860380325,0.22985717284842516,0.3261090353855811
25,0.3249647324836591,0.3959560806192538,0.2430200375017976,0.40318830321196336,0.35414871557748684,0.26869808763602326,0.2766885811679559,0.22705002437951846,0.32032041417323764
26,0.3173320478637355,0.3968817778069956,0.23870633187002674,0.41264561442424463,0.35501447570440076,0.269118685125704,0.27656317220093396,0.22533990131128984,0.31935700267566963
27,0.3091620912203935,0.39977759389715695,0.23922973193438737,0.431993472490326,0.35275467458555454,0.27130333698557285,0.2769354197845339,0.22247579262861708,0.32078177321348184
28,0.30220421246233786,0.3966794308033732,0.24119730611560247,0.4341998472047157,0.35853773077096485,0.27192861883075337,0.27513767133136896,0.22163635230634537,0.3141970371611405
29,0.2930756818885934,0.3943814101818738,0.24609132400126082,0.4332205738342448,0.3544134250645862,0.2730242935459426,0.2731547291630241,0.22378077417627615,0.3147306732796603
30,0.29377071252452486,0.4065778297041239,0.2485217746195075,0.43876336210126154,0.360767108420732,0.27420819786832124,0.26942509867261416,0.227355635869359,0.31372036227425193
31,0.27289563932245475,0.393917596802868,0.24092282049557717,0.4401866182585956,0.3550626710411639,0.26513343092670044,0.26676657626138944,0.22230439158096593,0.3134540434219312
32,0.20145991047309542,0.36183415760215004,0.22548703663739095,0.4358961272448509,0.3362543451294689,0.24482412563542888,0.2539259008248739,0.22562305708591687,0.2569384159913724
